,0
813,1
814,1
815,1
816,1
817,0
818,0
819,0
820,0
821,1
822,0
823,0
824,0
825,1
826,0
827,1
828,0
829,1
830,1
831,0
832,0
833,1
834,0
835,0
836,0
837,0
838,1
839,0
840,1
841,1
842,0
843,0
844,1
845,1
846,0
847,0
848,0
849,0
850,0
851,0
852,1
853,0
854,0
855,0
856,1
857,1
858,1
859,0
860,0
861,1
862,0
863,0
864,0
865,0
866,1
867,0
868,0
869,1
870,0
871,0
872,0
873,1
874,1
875,0
876,1
877,0
878,1
879,0
880,0
881,1
882,1
883,1
884,0
885,0
886,1
887,1
888,1
889,0
890,0
891,1
892,0
893,1
894,1
895,1
896,0
897,1
898,0
899,0
900,0
901,1
902,0
903,0
904,1
905,0
906,0
907,0
908,0
909,1
910,0
911,1
912,1
913,1
914,1
915,1
916,0
917,0
918,0
919,1
920,0
921,1
922,1
923,1
924,0
925,1
926,0
927,1
928,0
929,0
930,1
931,0
932,0
933,1
934,0
935,0
936,0
937,1
938,1
939,1
940,1
941,0
942,1
943,0
944,0
945,1
946,1
947,1
948,0
949,1
950,1
951,0
952,0
953,1
954,0
955,0
956,1
957,0
958,1
959,1
960,1
961,1
962,0
963,1
964,0
965,1
966,0
967,0
968,1
969,1
970,1
971,0
972,0
973,1
974,0
975,1
976,0
977,0
978,0
979,0
980,0
981,0
982,1
983,1
984,0
985,1
986,0
987,1
988,1
989,0
990,1
991,1
992,1
993,1
994,1
995,0
996,1
997,1
998,0
999,1
1000,0
1001,0
1002,0
1003,1
1004,0
1005,0
1006,0
1007,1
1008,0
1009,1
1010,0
1011,0
1012,1
1013,0
1014,0
1015,0
1016,0
1017,1
1018,1
1019,1
1020,0
1021,1
1022,1
1023,1
1024,1
1025,0
1026,1
1027,0
1028,1
1029,0
1030,1
1031,1
1032,0
1033,1
1034,0
1035,1
1036,1
1037,0
1038,1
1039,1
1040,1
1041,0
1042,1
1043,1
1044,0
1045,1
1046,1
1047,0
1048,1
1049,0
1050,1
1051,1
1052,0
1053,1
1054,1
1055,1
1056,1
1057,1
1058,0
1059,0
1060,0
1061,1
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,1
1069,1
1070,0
1071,0
1072,0
1073,0
1074,1
1075,0
1076,0
1077,1
1078,0
1079,1
1080,0
1081,1
1082,0
1083,1
1084,0
1085,0
1086,1
1087,1
1088,1
1089,0
1090,1
1091,1
1092,0
1093,0
1094,1
1095,1
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,1
1103,0
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,1
1114,0
1115,0
1116,1
1117,0
1118,1
1119,1
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,1
1129,1
1130,0
1131,0
1132,0
1133,0
1134,1
1135,1
1136,0
1137,1
1138,1
1139,1
1140,0
1141,1
1142,1
1143,1
1144,0
1145,0
1146,1
1147,1
1148,1
1149,0
1150,1
1151,1
1152,1
1153,0
1154,1
1155,1
1156,0
1157,1
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,0
1168,0
1169,1
1170,0
1171,0
1172,1
1173,1
1174,0
1175,0
1176,1
1177,1
1178,1
1179,0
1180,1
1181,1
1182,0
1183,0
1184,1
1185,1
1186,1
1187,0
1188,1
1189,1
1190,1
1191,0
1192,0
1193,0
1194,1
1195,0
1196,0
1197,1
1198,0
1199,0
1200,1
1201,1
1202,1
1203,0
1204,1
1205,1
1206,1
1207,1
1208,0
1209,1
1210,1
1211,0
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,0
1219,0
1220,0
1221,0
1222,1
1223,1
1224,1
1225,1
1226,0
1227,1
1228,1
1229,1
1230,0
1231,1
1232,1
1233,0
1234,0
1235,1
1236,0
1237,1
1238,0
1239,1
1240,0
1241,1
1242,0
1243,0
1244,0
1245,1
1246,0
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,1
1260,0
1261,1
1262,1
1263,1
1264,0
1265,1
1266,0
1267,0
1268,0
1269,0
1270,0
1271,1
1272,0
1273,1
1274,1
1275,1
1276,1
1277,1
1278,0
1279,0
1280,1
1281,0
1282,1
1283,0
1284,1
1285,0
1286,1
1287,0
1288,1
1289,0
1290,0
1291,1
1292,1
1293,0
1294,0
1295,1
1296,0
1297,1
1298,0
1299,0
1300,1
1301,1
1302,0
1303,0
1304,1
1305,1
1306,1
1307,1
1308,0
1309,0
1310,1
1311,0
1312,0
1313,1
1314,1
1315,0
1316,1
1317,1
1318,0
1319,0
1320,1
1321,0
1322,1
1323,0
1324,1
1325,1
1326,1
1327,1
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,1
1337,1
1338,1
1339,0
1340,0
1341,1
1342,0
1343,1
1344,0
1345,1
1346,0
1347,1
1348,1
1349,0
1350,1
1351,1
1352,1
1353,0
1354,1
1355,1
1356,1
1357,1
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,1
1365,1
1366,0
1367,0
1368,1
1369,1
1370,1
1371,0
1372,0
1373,0
1374,0
1375,0
1376,1
1377,0
1378,0
1379,0
1380,0
1381,1
1382,1
1383,1
1384,0
1385,1
1386,1
1387,0
1388,0
1389,0
1390,1
1391,0
1392,0
1393,1
1394,0
1395,1
1396,0
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,0
1409,0
1410,0
1411,0
1412,0
1413,1
1414,1
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,1
1422,0
1423,0
1424,1
1425,1
1426,0
1427,1
1428,1
1429,0
1430,1
1431,1
1432,0
1433,1
1434,0
1435,1
1436,0
1437,1
1438,1
1439,1
1440,0
1441,1
1442,1
1443,0
1444,0
1445,1
1446,1
1447,0
1448,1
1449,1
1450,0
1451,0
1452,0
1453,0
1454,1
1455,1
1456,1
1457,0
1458,0
1459,1
1460,0
1461,1
1462,1
1463,0
1464,0
1465,0
1466,0
1467,0
1468,1
1469,0
1470,1
1471,1
1472,0
1473,0
1474,1
1475,1
1476,1
1477,0
1478,1
1479,1
1480,1
1481,0
1482,1
1483,1
1484,1
1485,1
1486,0
1487,0
1488,1
1489,1
1490,0
1491,0
1492,1
1493,1
1494,0
1495,0
1496,1
1497,0
1498,0
1499,0
1500,1
1501,0
1502,0
1503,1
1504,0
1505,0
1506,1
1507,0
1508,0
1509,0
1510,1
1511,1
1512,1
1513,1
1514,0
1515,0
1516,0
1517,0
1518,1
1519,1
1520,0
1521,0
1522,0
1523,0
1524,0
1525,1
1526,0
1527,1
1528,1
1529,1
1530,0
1531,0
1532,1
1533,0
1534,1
1535,0
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,0
1545,0
1546,1
1547,0
1548,1
1549,0
1550,1
1551,1
1552,1
1553,0
1554,1
1555,0
1556,1
1557,0
1558,1
1559,0
1560,0
1561,0
1562,0
1563,0
1564,1
1565,0
1566,0
1567,1
1568,1
1569,1
1570,0
1571,0
1572,0
1573,0
1574,0
1575,1
1576,0
1577,0
1578,1
1579,1
1580,1
1581,1
1582,0
1583,1
1584,1
1585,0
1586,0
1587,1
1588,0
1589,0
1590,0
1591,1
1592,1
1593,0
1594,0
1595,0
1596,0
1597,1
1598,0
1599,0
1600,1
1601,0
1602,1
1603,0
1604,1
1605,0
1606,1
1607,0
1608,1
1609,0
1610,1
1611,0
1612,0
1613,0
1614,1
1615,0
1616,1
1617,0
1618,0
1619,0
1620,1
1621,1
1622,1
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,1
1630,0
1631,1
1632,1
1633,1
1634,1
1635,0
1636,0
1637,1
1638,1
1639,0
1640,0
1641,1
1642,0
1643,1
1644,1
1645,1
1646,0
1647,1
1648,0
1649,1
1650,1
1651,1
1652,0
1653,1
1654,1
1655,0
1656,1
1657,1
1658,0
1659,1
1660,1
1661,0
1662,0
1663,1
1664,0
1665,0
1666,1
1667,0
1668,0
1669,1
1670,1
1671,0
1672,1
1673,0
1674,1
1675,0
1676,0
1677,1
1678,0
1679,0
1680,0
1681,1
1682,0
1683,0
1684,1
1685,0
1686,0
1687,1
1688,0
1689,0
1690,1
1691,1
1692,0
1693,1
1694,0
1695,0
1696,0
1697,0
1698,0
1699,1
1700,1
1701,0
1702,0
1703,0
1704,1
1705,0
1706,1
1707,0
1708,1
1709,1
1710,1
1711,0
1712,0
1713,1
1714,1
1715,0
1716,0
1717,0
1718,0
1719,1
1720,1
1721,0
1722,0
1723,0
1724,1
1725,0
1726,0
1727,0
1728,1
1729,0
1730,1
1731,1
1732,1
1733,1
1734,1
1735,0
1736,1
1737,0
1738,0
1739,1
1740,1
1741,0
1742,1
1743,1
1744,0
1745,1
1746,1
1747,0
1748,0
1749,0
1750,1
1751,1
1752,1
1753,1
1754,0
1755,1
1756,0
1757,0
1758,1
1759,1
1760,1
1761,1
1762,0
1763,0
1764,1
1765,0
1766,1
1767,0
1768,0
1769,0
1770,1
1771,1
1772,1
1773,1
1774,0
1775,1
1776,0
1777,0
1778,1
1779,1
1780,0
1781,1
1782,1
1783,0
1784,1
1785,0
1786,0
1787,1
1788,1
1789,1
1790,1
1791,1
1792,0
1793,0
1794,1
1795,0
1796,0
1797,0
1798,1
1799,0
1800,0
1801,0
1802,1
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,1
1810,1
1811,1
1812,0
1813,0
1814,1
1815,1
1816,1
1817,1
1818,1
1819,0
1820,0
1821,0
1822,0
1823,1
1824,1
1825,1
1826,0
1827,1
1828,0
1829,0
1830,0
1831,0
1832,1
1833,1
1834,0
1835,1
1836,1
1837,1
1838,1
1839,1
1840,1
1841,0
1842,0
1843,0
1844,1
1845,1
1846,1
1847,1
1848,0
1849,0
1850,1
1851,0
1852,0
1853,1
1854,0
1855,0
1856,1
1857,1
1858,0
1859,1
1860,1
1861,1
1862,0
1863,1
1864,0
1865,1
1866,0
1867,0
1868,1
1869,1
1870,0
1871,1
1872,1
1873,1
1874,0
1875,0
1876,1
1877,1
1878,0
1879,0
1880,1
1881,1
1882,0
1883,0
1884,1
1885,0
1886,1
1887,0
1888,1
1889,0
1890,0
1891,1
1892,0
1893,1
1894,1
1895,1
1896,0
1897,1
1898,0
1899,1
1900,1
1901,1
1902,0
1903,1
1904,1
1905,0
1906,1
1907,1
1908,1
1909,1
1910,0
1911,1
1912,1
1913,0
1914,1
1915,0
1916,0
1917,0
1918,1
1919,1
1920,0
1921,1
1922,0
1923,1
1924,1
1925,0
1926,1
1927,0
1928,0
1929,1
1930,1
1931,0
1932,1
1933,1
1934,0
1935,1
1936,0
1937,0
1938,1
1939,0
1940,0
1941,0
1942,1
1943,0
1944,0
1945,1
1946,1
1947,1
1948,0
1949,1
1950,1
1951,0
1952,1
1953,0
1954,0
1955,1
1956,1
1957,0
1958,1
1959,1
1960,1
1961,0
1962,0
1963,1
1964,0
1965,1
1966,0
1967,0
1968,0
1969,0
1970,1
1971,0
1972,0
1973,1
1974,1
1975,0
1976,0
1977,1
1978,1
1979,0
1980,1
1981,1
1982,1
1983,1
1984,0
1985,1
1986,1
1987,0
1988,1
1989,0
1990,0
1991,0
1992,0
1993,1
1994,0
1995,1
1996,0
1997,0
1998,1
1999,0
2000,1
2001,0
2002,0
2003,1
2004,0
2005,1
2006,1
2007,1
2008,0
2009,0
2010,0
2011,0
2012,1
2013,1
2014,1
2015,1
2016,1
2017,0
2018,0
2019,1
2020,0
2021,0
2022,0
2023,1
2024,0
2025,1
2026,0
2027,1
2028,1
2029,0
2030,1
2031,0
2032,1
2033,1
2034,1
2035,1
2036,0
2037,0
2038,0
2039,1
2040,1
2041,0
2042,0
2043,1
2044,0
2045,1
2046,1
2047,1
2048,1
2049,1
2050,0
2051,0
2052,1
2053,0
2054,1
2055,0
2056,1
2057,1
2058,0
2059,0
2060,0
2061,0
2062,0
2063,1
2064,0
2065,1
2066,1
2067,1
2068,0
2069,1
2070,1
2071,1
2072,0
2073,0
2074,1
2075,1
2076,0
2077,0
2078,1
2079,0
2080,0
2081,0
2082,1
2083,1
2084,0
2085,1
2086,0
2087,1
2088,0
2089,0
2090,0
2091,1
2092,0
2093,1
2094,1
2095,1
2096,0
2097,1
2098,1
2099,1
2100,1
2101,1
2102,0
2103,0
2104,0
2105,1
2106,0
2107,0
2108,0
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,1
2116,1
2117,0
2118,0
2119,1
2120,0
2121,1
2122,1
2123,1
2124,0
2125,0
2126,1
2127,0
2128,0
2129,0
2130,1
2131,0
2132,1
2133,1
2134,0
2135,1
2136,1
2137,0
2138,1
2139,0
2140,0
2141,0
2142,0
2143,1
2144,1
2145,1
2146,0
2147,1
2148,1
2149,0
2150,0
2151,0
2152,1
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,1
2161,1
2162,0
2163,0
2164,0
2165,1
2166,0
2167,0
2168,1
2169,0
2170,1
2171,0
2172,0
2173,0
2174,0
2175,1
2176,0
2177,1
2178,0
2179,1
2180,1
2181,1
2182,0
2183,1
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,1
2193,1
2194,0
2195,0
2196,0
2197,0
2198,0
2199,1
2200,1
2201,1
2202,0
2203,1
2204,1
2205,0
2206,1
2207,0
2208,1
2209,0
2210,1
2211,0
2212,0
2213,1
2214,1
2215,0
2216,1
2217,1
2218,0
2219,0
2220,1
2221,1
2222,1
2223,0
2224,1
2225,1
2226,0
2227,1
2228,0
2229,0
2230,0
2231,1
2232,0
2233,1
2234,0
2235,1
2236,0
2237,1
2238,0
2239,1
2240,0
2241,0
2242,0
2243,1
2244,1
2245,1
2246,1
2247,0
2248,1
2249,0
2250,0
2251,1
2252,1
2253,1
2254,0
2255,0
2256,1
2257,0
2258,0
2259,0
2260,1
2261,0
2262,1
2263,0
2264,1
2265,0
2266,1
2267,0
2268,1
2269,1
2270,0
2271,1
2272,1
2273,0
2274,0
2275,1
2276,0
2277,0
2278,1
2279,1
2280,0
2281,0
2282,0
2283,1
2284,0
2285,1
2286,0
2287,1
2288,0
2289,1
2290,0
2291,0
2292,0
2293,1
2294,1
2295,0
2296,1
2297,0
2298,1
2299,1
2300,1
2301,1
2302,0
2303,1
2304,1
2305,1
2306,0
2307,1
2308,1
2309,1
2310,0
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,0
2318,1
2319,1
2320,1
2321,1
2322,1
2323,0
2324,1
2325,1
2326,1
2327,1
2328,0
2329,1
2330,1
2331,1
2332,0
2333,0
2334,0
2335,1
2336,0
2337,0
2338,1
2339,0
2340,1
2341,1
2342,1
2343,1
2344,1
2345,0
2346,1
2347,1
2348,1
2349,1
2350,0
2351,1
2352,1
2353,0
2354,1
2355,0
2356,0
2357,0
2358,1
2359,0
2360,0
2361,0
2362,1
2363,0
2364,0
2365,1
2366,0
2367,0
2368,1
2369,1
2370,0
2371,1
2372,0
2373,0
2374,0
2375,0
2376,0
2377,1
2378,1
2379,1
2380,1
2381,1
2382,1
2383,1
2384,1
2385,0
2386,1
2387,1
2388,1
2389,1
2390,0
2391,1
2392,1
2393,1
2394,1
2395,0
2396,1
2397,0
2398,1
2399,1
2400,1
2401,0
2402,0
2403,0
2404,1
2405,1
2406,0
2407,1
2408,0
2409,0
2410,0
2411,0
2412,0
2413,1
2414,0
2415,0
2416,0
2417,0
2418,1
2419,0
2420,0
2421,0
2422,0
2423,0
2424,1
2425,0
2426,1
2427,0
2428,1
2429,1
2430,0
2431,1
2432,1
2433,1
2434,0
2435,1
2436,0
2437,0
2438,0
2439,0
2440,0
2441,1
2442,1
2443,0
2444,0
2445,1
2446,0
2447,1
2448,1
2449,0
2450,1
2451,0
2452,1
2453,1
2454,0
2455,0
2456,1
2457,0
2458,0
2459,1
2460,1
2461,0
2462,0
2463,1
2464,1
2465,0
2466,0
2467,0
2468,1
2469,0
2470,0
2471,0
2472,1
2473,0
2474,0
2475,0
2476,1
2477,0
2478,1
2479,1
2480,1
2481,0
2482,0
2483,1
2484,1
2485,0
2486,1
2487,0
2488,0
2489,1
2490,0
2491,1
2492,0
2493,1
2494,0
2495,1
2496,0
2497,1
2498,1
2499,1
2500,1
2501,1
2502,0
2503,0
2504,1
2505,0
2506,1
2507,0
2508,1
2509,0
2510,1
2511,1
2512,0
2513,1
2514,1
2515,1
2516,0
2517,0
2518,1
2519,1
2520,0
2521,0
2522,0
2523,1
2524,1
2525,0
2526,0
2527,0
2528,0
2529,1
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,1
2537,1
2538,1
2539,0
2540,1
2541,0
2542,1
2543,1
2544,0
2545,1
2546,0
2547,0
2548,0
2549,0
2550,1
2551,1
2552,0
2553,1
2554,1
2555,0
2556,0
2557,1
2558,1
2559,0
2560,0
2561,1
2562,0
2563,1
2564,0
2565,1
2566,1
2567,1
2568,1
2569,0
2570,1
2571,0
2572,1
2573,0
2574,1
2575,1
2576,1
2577,0
2578,0
2579,1
2580,1
2581,1
2582,0
2583,1
2584,0
2585,1
2586,1
2587,1
2588,1
2589,0
2590,0
2591,0
2592,1
2593,1
2594,1
2595,0
2596,0
2597,1
2598,0
2599,0
2600,0
2601,1
2602,1
2603,1
2604,1
2605,1
2606,0
2607,1
2608,1
2609,1
2610,0
2611,1
2612,0
2613,1
2614,0
2615,0
2616,1
2617,1
2618,1
2619,1
2620,1
2621,0
2622,1
2623,1
2624,0
2625,1
2626,1
2627,0
2628,0
2629,0
2630,1
2631,1
2632,1
2633,0
2634,1
2635,0
2636,1
2637,0
2638,0
2639,1
2640,0
2641,1
2642,0
2643,0
2644,1
2645,1
2646,1
2647,1
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,1
2658,0
2659,1
2660,1
2661,0
2662,1
2663,0
2664,1
2665,0
2666,0
2667,1
2668,1
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,1
2676,1
2677,1
2678,0
2679,1
2680,0
2681,0
2682,1
2683,1
2684,0
2685,0
2686,0
2687,1
2688,1
2689,1
2690,0
2691,1
2692,0
2693,1
2694,0
2695,0
2696,1
2697,0
2698,0
2699,1
2700,1
2701,1
2702,1
2703,1
2704,1
2705,0
2706,1
2707,1
2708,1
2709,1
2710,0
2711,0
2712,0
2713,1
2714,1
2715,1
2716,1
2717,0
2718,0
2719,1
2720,1
2721,1
2722,0
2723,0
2724,0
2725,0
2726,1
2727,0
2728,0
2729,1
2730,0
2731,0
2732,1
2733,0
2734,1
2735,0
2736,0
2737,0
2738,1
2739,0
2740,0
2741,1
2742,0
2743,1
2744,1
2745,1
2746,1
2747,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,1
2756,0
2757,0
2758,0
2759,1
2760,0
2761,1
2762,0
2763,0
2764,1
2765,0
2766,0
2767,0
2768,0
2769,0
2770,0
2771,0
2772,1
2773,0
2774,0
2775,0
2776,0
2777,1
2778,0
2779,1
2780,1
2781,0
2782,0
2783,1
2784,0
2785,1
2786,1
2787,0
2788,0
2789,1
2790,0
2791,0
2792,0
2793,0
2794,0
2795,1
2796,1
2797,1
2798,1
2799,0
2800,0
2801,0
2802,1
2803,1
2804,1
2805,1
2806,0
2807,1
2808,1
2809,1
2810,0
2811,1
2812,1
2813,1
2814,0
2815,0
2816,1
2817,1
2818,0
2819,1
2820,1
2821,0
2822,1
2823,0
2824,1
2825,1
2826,1
2827,1
2828,1
2829,0
2830,0
2831,1
2832,1
2833,1
2834,0
2835,0
2836,0
2837,0
2838,1
2839,1
2840,0
2841,0
2842,1
2843,0
2844,1
2845,0
2846,0
2847,0
2848,1
2849,0
2850,1
2851,1
2852,1
2853,0
2854,1
2855,0
2856,0
2857,1
2858,0
2859,1
2860,0
2861,1
2862,0
2863,0
2864,0
2865,1
2866,1
2867,1
2868,0
2869,1
2870,1
2871,0
2872,1
2873,1
2874,0
2875,1
2876,1
2877,1
2878,0
2879,1
2880,1
2881,1
2882,0
2883,1
2884,0
2885,1
2886,0
2887,0
2888,1
2889,1
2890,1
2891,0
2892,0
2893,0
2894,1
2895,0
2896,1
2897,1
2898,1
2899,1
2900,1
2901,1
2902,0
2903,1
2904,1
2905,0
2906,0
2907,1
2908,1
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,1
2919,1
2920,0
2921,1
2922,0
2923,0
2924,1
2925,0
2926,0
2927,1
2928,1
2929,1
2930,1
2931,0
2932,0
2933,0
2934,0
2935,1
2936,1
2937,0
2938,1
2939,1
2940,0
2941,1
2942,1
2943,0
2944,1
2945,1
2946,0
2947,0
2948,1
2949,1
2950,0
2951,0
2952,1
2953,0
2954,1
2955,1
2956,1
2957,1
2958,0
2959,0
2960,1
2961,0
2962,0
2963,0
2964,0
2965,0
2966,1
2967,1
2968,0
2969,0
2970,1
2971,0
2972,1
2973,1
2974,1
2975,1
2976,0
2977,0
2978,0
2979,0
2980,0
2981,1
2982,0
2983,0
2984,1
2985,0
2986,1
2987,0
2988,1
2989,1
2990,1
2991,1
2992,1
2993,1
2994,0
2995,1
2996,0
2997,1
